user_id,income,spending,assets,vehicles,lifestyle_score,tax_evasion_risk
103,69040,546459,5,4,136645.9,1
104,457605,569646,0,1,64964.6,0
105,229162,48975,3,4,66897.5,0
106,109956,383763,4,0,78376.3,1
107,324343,327418,8,4,144741.8,0
108,211892,101760,4,4,82176.0,0
109,297553,515184,7,2,137518.4,1
110,473175,41349,6,0,64134.9,0
111,344383,40528,10,1,112052.8,0
112,315878,160870,10,4,148087.0,0
113,156473,178486,6,0,77848.6,0
114,90479,357026,6,2,111702.6,1
115,388631,252694,2,0,45269.4,0
116,166036,481903,1,1,66190.3,1
117,426312,387882,4,1,86788.2,0
118,207238,498577,7,2,135857.7,1
119,485767,195124,2,4,71512.4,0
120,304200,393030,4,0,79303.0,0
121,309207,317057,10,0,131705.7,0
122,262044,504712,10,3,174471.2,1
123,288898,111400,10,0,111140.0,0
124,371198,608072,10,2,176807.2,1
125,347153,215671,4,4,93567.1,0
126,106931,59579,2,1,33957.9,0
127,94310,639769,4,4,135976.9,1
128,40673,111819,9,4,133181.9,1
129,200621,115658,7,0,81565.8,0
130,368953,545287,10,1,162528.7,0
131,46509,384957,4,0,78495.7,1
132,446356,81303,6,0,68130.3,0
133,177444,225073,6,4,114507.3,0
134,295771,423438,4,1,90343.8,0
135,299536,171461,10,2,133146.1,0
136,155440,501089,5,4,132108.9,1
137,440940,370364,9,0,127036.4,0
138,377201,92391,10,0,109239.1,0
139,37451,626128,2,4,114612.8,1
140,484999,50625,2,4,57062.5,0
141,34154,645139,6,0,124513.9,1
142,185020,696202,1,2,95620.2,1
143,458399,368726,1,0,46872.6,0
144,299441,234177,2,4,75417.7,0
145,197492,128029,10,4,144802.9,0
146,117854,310249,9,4,153024.9,1
147,373321,25538,7,4,104553.8,0
148,363038,177972,3,0,47797.2,0
149,46077,332197,7,2,119219.7,1
150,151048,67835,4,0,46783.5,0
151,199142,555195,7,4,157519.5,1
152,333069,635050,3,4,125505.0,1
153,52891,335915,2,3,77591.5,1
154,49072,91288,0,3,33128.8,1
155,195426,692445,9,1,167244.5,1
156,42269,461493,0,0,46149.3,1
157,442103,121166,5,4,94116.6,0
158,200111,439897,2,2,79989.7,1
159,282615,166153,6,0,76615.3,0
160,250926,689841,6,0,128984.1,1
161,31539,461514,8,2,142151.4,1
162,274654,288034,3,0,58803.4,0
163,299361,664683,3,4,128468.3,1
164,185247,450499,10,4,177049.9,1
165,218569,441385,9,4,166138.5,1
166,396885,413713,10,4,173371.3,0
167,134975,288106,5,2,94810.6,1
168,480946,275877,0,3,51587.7,0
169,339441,227486,6,1,90748.6,0
170,215843,148759,0,2,30875.9,0
171,430842,224110,8,1,110411.0,0
172,338339,259643,0,3,49964.3,0
173,227903,439750,3,3,97975.0,1
174,125014,658898,4,4,137889.8,1
175,222168,526158,7,0,122615.8,1
176,483768,451772,3,4,107177.2,0
177,346700,17664,3,3,55766.4,0
178,209220,574819,6,1,125481.9,1
179,315314,305727,3,2,76572.7,0
180,89006,600517,7,4,162051.7,1
181,295557,251729,5,4,107172.9,0
182,244676,292056,2,1,57205.6,0
183,32333,280869,3,3,82086.9,1
184,250345,463764,10,1,154376.4,1
185,165563,678627,5,2,133862.7,1
186,307900,188423,10,3,142842.3,0
187,63442,167177,8,0,96717.7,1
188,279753,618245,9,2,167824.5,1
189,79247,133467,3,2,59346.7,1
190,323470,552346,2,1,83234.6,1
191,93732,53804,8,0,85380.4,0
192,443813,183382,4,1,66338.2,0
193,307131,425612,0,2,58561.2,0
194,31033,496417,10,3,173641.7,1
195,116568,492699,2,3,93269.9,1
196,408521,201822,6,4,112182.2,0
197,392840,643889,5,2,130388.9,1
198,324275,467924,1,0,56792.4,0
199,269739,568243,10,0,156824.3,1
200,80435,514609,3,0,81460.9,1
201,413398,114530,6,3,95453.0,0
202,278077,179637,1,1,35963.7,0
203,422816,59090,5,2,71909.0,0
204,220349,622848,9,2,168284.8,1
205,89821,442299,7,0,114229.9,1
206,442700,422050,10,4,174205.0,0
207,442836,689088,4,4,140908.8,1
208,290261,124167,6,4,104416.7,0
209,208409,659525,2,1,93952.5,1
210,477692,683706,7,1,146370.6,0
211,338359,251891,6,1,93189.1,0
212,142155,662071,6,2,142207.1,1
213,367772,581803,0,3,82180.3,1
214,378756,174191,7,2,103419.1,0
215,331011,532082,6,4,145208.2,1
216,376033,240913,1,0,34091.3,0
217,159933,616422,1,3,95642.2,1
218,122348,20713,1,0,12071.3,0
219,413590,522691,4,2,108269.1,0
220,45223,137222,6,3,97722.2,1
221,255935,504214,9,4,172421.4,1
222,83066,19122,6,4,93912.2,0
223,30287,169032,2,1,44903.2,1
224,223171,531072,5,2,119107.2,1
225,132569,349441,5,0,84944.1,1
226,492559,311670,3,2,77167.0,0
227,395186,493386,9,1,147338.6,0
228,323246,159579,1,1,33957.9,0
229,254818,463034,7,1,124303.4,1
230,419032,680804,4,4,140080.4,1
231,431213,680813,6,1,136081.3,1
232,77493,519972,1,3,85997.2,1
233,461364,414461,1,2,67446.1,0
234,61104,697890,1,2,95789.0,1
235,113793,439817,6,1,111981.7,1
236,42870,34962,10,3,127496.2,1
237,35932,33953,7,3,97395.3,1
238,145708,85613,10,1,116561.3,0
239,376222,374364,3,0,67436.4,0
240,310740,332455,8,0,113245.5,0
241,355193,57978,1,4,47797.8,0
242,45355,64214,10,4,138421.4,1
243,76096,434403,7,4,145440.3,1
244,123205,123468,0,0,12346.8,0
245,125021,547867,0,0,54786.7,1
246,189178,341019,6,2,110101.9,1
247,247626,54962,5,1,63496.2,0
248,278583,653447,5,0,115344.7,1
249,258423,416676,8,0,121667.6,1
250,288047,275957,6,2,103595.7,0
251,497486,153435,5,2,81343.5,0
252,169331,611038,8,2,157103.8,1
253,450150,596782,9,1,157678.2,0
254,493153,641324,0,4,96132.4,0
255,135499,600660,3,3,114066.0,1
256,431452,66732,10,1,114673.2,0
257,340308,416950,7,0,111695.0,0
258,291567,247824,3,3,78782.4,0
259,378261,405588,0,3,64558.8,0
260,111624,676198,9,4,189619.8,1
261,451951,316347,9,3,145634.7,0
262,484978,394076,10,4,171407.6,0
263,375773,610367,10,2,177036.7,1
264,461659,594865,9,4,181486.5,0
265,443738,603422,1,4,102342.2,0
266,289681,184738,0,0,18473.8,0
267,35778,395046,5,2,105504.6,1
268,311558,29669,7,4,104966.9,0
269,104510,591953,7,1,137195.3,1
270,110274,525446,10,1,160544.6,1
271,96168,594882,9,4,181488.2,1
272,450348,271884,5,0,77188.4,0
273,320435,522929,4,0,92292.9,1
274,246690,22140,3,2,48214.0,0
275,24570,395243,2,1,67524.3,1
276,387244,455290,7,1,123529.0,0
277,160744,95486,10,4,141548.6,0
278,462163,117545,6,4,103754.5,0
279,61495,165828,2,2,52582.8,1
280,365752,275471,0,1,35547.1,0
281,149592,524473,2,3,96447.3,1
282,150038,165686,4,1,64568.6,0
283,96982,570895,1,4,99089.5,1
284,400668,276716,3,3,81671.6,0
285,354317,399806,9,3,153980.6,0
286,390447,546854,6,1,122685.4,0
287,266419,281805,0,1,36180.5,0
288,265237,218242,1,0,31824.2,0
289,296007,524271,9,0,142427.1,1
290,138440,45096,4,2,60509.6,0
291,110585,380638,3,2,84063.8,1
292,318746,345437,3,0,64543.7,0
293,151038,258628,8,1,113862.8,1
294,490507,470128,10,0,147012.8,0
295,86379,452601,2,0,65260.1,1
296,369692,55539,8,4,117553.9,0
297,224062,481184,7,0,118118.4,1
298,335060,469938,10,1,154993.8,0
299,163728,537549,5,4,135754.9,1
300,428612,280910,1,0,38091.0,0
301,211163,336352,9,2,139635.2,1
302,342382,443717,5,2,110371.7,0
303,210721,297670,9,4,151767.0,0
304,480185,52532,7,1,83253.2,0
305,156772,33231,1,4,45323.1,0
306,343268,348004,4,0,74800.4,0
307,172922,578058,6,4,149805.8,1
308,107444,486962,1,3,82696.2,1
309,269853,21946,2,0,22194.6,0
310,310791,511268,2,0,71126.8,1
311,450985,349626,1,1,52962.6,0
312,311160,257360,0,4,57736.0,0
313,287447,150221,3,2,61022.1,0
314,469523,403731,6,3,124373.1,0
315,414087,109252,6,3,94925.2,0
316,382484,360539,5,0,86053.9,0
317,436309,107817,6,2,86781.7,0
318,38452,409921,8,2,136992.1,1
319,115384,511814,10,4,183181.4,1
320,422417,475556,4,4,119555.6,0
321,468189,652602,5,0,115260.2,0
322,198451,368399,6,1,104839.9,1
323,491257,437303,3,3,97730.3,0
324,354143,137490,8,4,125749.0,0
325,306353,544431,8,0,134443.1,1
326,48285,566459,5,3,130645.9,1
327,273732,617816,5,3,135781.6,1
328,440326,148701,6,3,98870.1,0
329,440809,570869,8,2,153086.9,0
330,442704,575321,3,3,111532.1,0
331,418304,248295,8,0,104829.5,0
332,98599,312118,1,3,65211.8,1
333,46294,298821,8,4,141882.1,1
334,156992,390520,7,4,141052.0,1
335,469977,458735,4,2,101873.5,0
336,478616,290265,9,4,151026.5,0
337,56949,149880,8,0,94988.0,1
338,151348,630564,4,0,103056.4,1
339,396073,270794,2,4,79079.4,0
340,426405,172519,6,3,101251.9,0
341,167478,318666,8,1,119866.6,1
342,150639,107755,4,2,66775.5,0
343,260851,164677,3,3,70467.7,0
344,194401,157130,6,1,83713.0,0
345,22627,233364,6,1,91336.4,1
346,323766,568129,7,2,142812.9,1
347,286107,237157,9,0,113715.7,0
348,409544,592804,7,1,137280.4,0
349,373424,235088,8,2,119508.8,0
350,307695,587332,0,3,82733.2,1
351,45732,217381,2,1,49738.1,1
352,329006,152070,7,1,93207.0,0
353,53230,515290,3,2,97529.0,1
354,147960,268410,2,3,70841.0,1
355,358620,514082,6,1,119408.2,0
356,207131,112312,8,4,123231.2,0
357,498527,412751,3,2,87275.1,0
358,419139,35528,5,0,53552.8,0
359,364799,227718,10,0,122771.8,0
360,438489,212798,5,4,103279.8,0
361,217324,286358,6,4,120635.8,0
362,276866,285655,9,4,150565.5,0
363,240544,369547,6,4,128954.7,1
364,70040,274254,1,4,69425.4,1
365,487912,278482,6,0,87848.2,0
366,128767,254980,5,2,91498.0,1
367,381146,429165,6,3,126916.5,0
368,423004,650704,3,0,95070.4,1
369,34138,370948,4,0,77094.8,1
370,292469,498670,10,1,157867.0,1
371,251061,660344,3,1,104034.4,1
372,319182,449278,0,0,44927.8,0
373,483240,324436,2,0,52443.6,0
374,45789,254793,0,4,57479.3,1
375,330294,521583,1,0,62158.3,1
376,290440,425030,2,1,70503.0,0
377,73842,647789,2,4,116778.9,1
378,381428,608710,8,4,172871.0,1
379,42442,489648,5,2,114964.8,1
380,71735,272111,10,2,143211.1,1
381,487486,168590,3,4,78859.0,0
382,369029,455878,0,4,77587.8,0
383,32918,604734,6,3,144473.4,1
384,84294,231771,5,2,89177.1,1
385,87491,29885,2,4,54988.5,0
386,23604,279041,8,2,123904.1,1
387,66243,282921,10,2,144292.1,1
388,227993,127514,6,4,104751.4,0
389,276251,413435,2,2,77343.5,0
390,326048,648788,7,0,134878.8,1
391,170999,41133,3,3,58113.3,0
392,419625,210095,0,2,37009.5,0
393,100903,484121,6,4,140412.1,1
394,431233,624190,10,1,170419.0,0
395,367175,245990,1,1,42599.0,0
396,63074,655088,8,1,153508.8,1
397,444812,453984,10,0,145398.4,0
398,83089,552709,5,4,137270.9,1
399,357808,228895,1,4,64889.5,0
400,131713,340448,5,2,100044.8,1
401,99239,78220,10,3,131822.0,0
402,146578,558586,10,0,155858.6,1
403,494610,395351,0,0,39535.1,0
404,410237,463728,4,4,118372.8,0
405,56033,464431,6,3,130443.1,1
406,232346,248548,3,2,70854.8,0
407,308657,94696,5,4,91469.6,0
408,132153,442378,0,1,52237.8,1
409,409579,142558,9,2,120255.8,0
410,236038,267950,10,1,134795.0,0
411,331418,446785,7,4,146678.5,0
412,451303,27641,9,0,92764.1,0
413,269170,286330,1,0,38633.0,0
414,36384,433473,2,2,79347.3,1
415,73283,232480,10,3,147248.0,1
416,162310,509320,10,1,158932.0,1
417,364145,620085,5,1,120008.5,1
418,96732,286114,4,1,76611.4,1
419,22609,241476,7,3,118147.6,1
420,261179,555464,2,4,107546.4,1
421,422970,126276,6,1,80627.6,0
422,324942,609823,9,0,150982.3,1
423,149536,563430,7,4,158343.0,1
424,279658,46224,1,2,30622.4,0
425,358079,661545,3,4,128154.5,1
426,89926,69794,3,1,44979.4,0
427,458530,530358,5,2,119035.8,0
428,499394,122319,3,2,58231.9,0
429,89331,341555,8,3,138155.5,1
430,63294,664661,3,0,96466.1,1
431,302823,180100,6,3,102010.0,0
432,422337,475447,4,2,103544.7,0
433,304889,291922,3,1,67192.2,0
434,325408,18158,8,4,113815.8,0
435,194832,313241,8,4,143324.1,1
436,463399,391927,6,0,99192.7,0
437,104388,595460,5,3,133546.0,1
438,190518,287664,8,0,108766.4,1
439,179458,422244,9,2,148224.4,1
440,157509,83942,1,3,42394.2,0
441,219885,369452,3,3,90945.2,1
442,193268,417253,10,4,173725.3,1
443,44546,547083,2,3,98708.3,1
444,43285,623204,5,1,120320.4,1
445,118664,104243,0,2,26424.3,0
446,171073,530092,10,3,177009.2,1
447,438348,436768,8,3,147676.8,0
448,270532,55747,1,2,31574.7,0
449,42275,257714,1,2,51771.4,1
450,208361,288182,7,2,114818.2,0
451,71386,534097,2,1,81409.7,1
452,209060,310529,4,1,79052.9,0
453,306727,516261,0,2,67626.1,1
454,289925,336706,4,2,89670.6,0
455,35585,226795,0,2,38679.5,1
456,444480,467258,10,1,154725.8,0
457,314581,310795,0,4,63079.5,0
458,150932,458567,7,0,115856.7,1
459,278781,634282,3,2,109428.2,1
460,157991,65310,0,3,30531.0,0
461,278089,444240,1,2,70424.0,1
462,166341,493426,3,1,87342.6,1
463,177730,194390,6,2,95439.0,0
464,292483,157200,3,4,77720.0,0
465,153689,263657,0,0,26365.7,1
466,167747,491742,3,3,103174.2,1
467,376758,397363,2,2,75736.3,0
468,269312,606488,2,0,80648.8,1
469,171546,345287,2,0,54528.7,1
470,31723,449919,2,2,80991.9,1
471,131534,623947,9,3,176394.7,1
472,105631,222018,1,0,32201.8,1
473,472025,279596,3,4,89959.6,0
474,459946,460740,1,1,64074.0,0
475,332071,560278,8,3,160027.8,1
476,70691,633256,2,4,115325.6,1
477,445492,93899,10,1,117389.9,0
478,111279,577446,9,2,163744.6,1
479,254438,141259,5,0,64125.9,0
480,494380,438019,8,2,139801.9,0
481,331310,622271,10,4,194227.1,1
482,126053,262184,6,2,102218.4,1
483,174343,375351,1,4,79535.1,1
484,380408,671070,7,0,137107.0,1
485,127593,600375,2,1,88037.5,1
486,309102,475327,0,0,47532.7,1
487,342643,567985,0,2,72798.5,1
488,478320,272095,1,1,45209.5,0
489,339181,587337,2,0,78733.7,1
490,58559,288945,7,2,114894.5,1
491,266095,109908,4,1,58990.8,0
492,302487,26732,4,4,74673.2,0
493,302266,356039,1,0,45603.9,0
494,374562,618735,6,1,129873.5,1
495,324083,684537,6,4,160453.7,1
496,330954,61416,8,3,110141.6,0
497,125092,453947,0,1,53394.7,1
498,163317,616244,6,4,153624.4,1
499,429788,211261,8,2,117126.1,0
500,98090,333712,4,2,89371.2,1
501,270092,456208,0,0,45620.8,1
502,479568,132888,3,0,43288.8,0
503,22662,559754,3,2,101975.4,1
504,487688,224339,10,4,154433.9,0
505,247405,361533,0,0,36153.3,0
506,452632,541721,9,2,160172.1,0
507,445219,409836,0,0,40983.6,0
508,103807,123076,4,1,60307.6,0
509,221548,694233,5,2,135423.3,1
510,160563,576113,6,2,133611.3,1
511,462025,512221,7,2,137222.1,0
512,255746,233194,1,4,65319.4,0
513,320178,687149,5,2,134714.9,1
514,423170,49460,7,4,106946.0,0
515,297205,209409,10,0,120940.9,0
516,74717,688924,5,2,134892.4,1
517,294585,618298,1,0,71829.8,1
518,428029,454707,10,2,161470.7,0
519,297438,420348,0,0,42034.8,0
520,248011,540658,6,0,114065.8,1
521,472961,249449,4,2,80944.9,0
522,304144,17744,1,4,43774.4,0
523,296289,689404,7,0,138940.4,1
524,448415,367960,1,0,46796.0,0
525,169743,513433,9,2,157343.3,1
526,301518,574537,8,0,137453.7,1
527,308142,662797,7,4,168279.7,1
528,130864,244085,10,1,132408.5,1
529,38557,367636,2,4,88763.6,1
530,340260,557172,4,1,103717.2,1
531,253853,79534,6,1,75953.4,0
532,46414,69359,0,0,6935.9,0
533,40388,562598,8,2,152259.8,1
534,29769,629481,8,2,158948.1,1
535,114069,679075,10,4,199907.5,1
536,156520,247710,9,3,138771.0,1
537,490327,434861,8,3,147486.1,0
538,54212,221951,1,0,32195.1,1
539,336486,304063,3,2,76406.3,0
540,40976,28332,4,0,42833.2,0
541,168966,510615,7,1,129061.5,1
542,258201,191516,9,2,125151.6,0
543,115815,266604,7,2,112660.4,1
544,434037,96957,5,4,91695.7,0
545,60347,602913,1,4,102291.3,1
546,371130,177271,6,3,101727.1,0
547,38657,330938,0,1,41093.8,1
548,162918,373346,5,2,103334.6,1
549,357168,673353,8,2,163335.3,1
550,242473,668144,6,0,126814.4,1
551,200047,240920,8,1,112092.0,0
552,49851,522297,7,3,146229.7,1
553,26421,143872,10,3,138387.2,1
554,275600,436947,10,3,167694.7,1
555,233700,118792,3,4,73879.2,0
556,199112,343658,9,2,140365.8,1
557,244898,369761,2,1,64976.1,1
558,367134,626129,0,3,86612.9,1
559,490996,331076,4,2,89107.6,0
560,343384,645514,5,2,130551.4,1
561,152619,70805,9,4,129080.5,0
562,170652,91678,4,0,49167.8,0
563,163205,382345,1,2,64234.5,1
564,384846,558600,10,2,171860.0,0
565,415416,498642,0,3,73864.2,0
566,291187,472036,4,0,87203.6,1
567,431948,155567,9,1,113556.7,0
568,293918,104443,3,4,72444.3,0
569,115972,477936,3,0,77793.6,1
570,161076,240367,3,3,78036.7,0
571,62989,349843,8,3,138984.3,1
572,487683,165197,1,3,50519.7,0
573,227327,651523,5,1,123152.3,1
574,96161,136748,9,2,119674.8,0
575,287914,687394,0,1,76739.4,1
576,420550,291131,4,4,101113.1,0
577,115245,596150,7,0,129615.0,1
578,104372,669512,1,0,76951.2,1
579,335354,500894,10,1,158089.4,0
580,279739,209488,1,3,54948.8,0
581,348492,421243,5,2,108124.3,0
582,23774,500831,5,2,116083.1,1
583,41280,568937,8,1,144893.7,1
584,267341,499115,4,3,113911.5,1
585,67777,22005,8,1,90200.5,0
586,173414,462683,8,3,150268.3,1
587,143823,306642,3,4,92664.2,1
588,209163,100395,0,0,10039.5,0
589,254056,441719,10,4,176171.9,1
590,161259,223922,2,2,58392.2,0
591,47422,114690,10,1,119469.0,1
592,138561,462010,3,0,76201.0,1
593,361424,340602,6,3,118060.2,0
594,413781,498036,1,4,91803.6,0
595,271890,420889,8,3,146088.9,1
596,327605,261537,2,4,78153.7,0
597,175823,490035,6,4,141003.5,1
598,124747,146160,0,0,14616.0,0
599,350224,159586,4,2,71958.6,0
600,204280,195692,5,4,101569.2,0
601,442443,151550,2,1,43155.0,0
602,118684,274197,2,4,79419.7,1
603,375247,534051,2,2,89405.1,0
604,378815,106294,5,4,92629.4,0
605,275636,495376,1,3,83537.6,1
606,211705,98105,8,1,97810.5,0
607,420391,65324,2,3,50532.4,0
608,83604,529615,10,1,160961.5,1
609,494440,245577,1,3,58557.7,0
610,89972,561726,7,1,134172.6,1
611,481970,505244,2,3,94524.4,0
612,299006,241654,7,2,110165.4,0
613,171696,211125,2,3,65112.5,0
614,243280,564855,10,3,180485.5,1
615,43510,229374,4,4,94937.4,1
616,369099,64190,2,3,50419.0,0
617,130274,390165,5,0,89016.5,1
618,121603,64719,9,1,104471.9,0
619,442557,632569,4,3,127256.9,0
620,96186,544948,3,4,116494.8,1
621,85072,575107,5,1,115510.7,1
622,219247,331489,4,1,81148.9,1
623,486425,562970,0,0,56297.0,0
624,36415,629776,6,0,122977.6,1
625,199210,178007,6,4,109800.7,0
626,234539,320571,9,3,146057.1,0
627,387781,697506,6,4,161750.6,1
628,300961,352998,0,1,43299.8,0
629,223220,283796,4,0,68379.6,0
630,154722,399165,0,1,47916.5,1
631,353994,143162,5,4,96316.2,0
632,451432,459702,4,2,101970.2,0
633,413624,140158,4,0,54015.8,0
634,424987,492573,3,3,103257.3,0
635,162622,311589,8,4,143158.9,1
636,474908,102929,0,4,42292.9,0
637,323401,611128,4,3,125112.8,1
638,385848,359244,8,4,147924.4,0
639,213459,75509,5,2,73550.9,0
640,72168,73108,10,0,107310.8,0
641,176907,93774,10,2,125377.4,0
642,125749,258056,3,4,87805.6,1
643,250660,189038,9,0,108903.8,0
644,377489,189172,1,1,36917.2,0
645,305076,226628,7,4,124662.8,0
646,158068,523217,8,4,164321.7,1
647,144301,597435,2,3,103743.5,1
648,421685,618341,0,0,61834.1,0
649,398186,463145,10,2,162314.5,0
650,404214,669866,8,0,146986.6,1
651,85908,648350,8,2,160835.0,1
652,433409,481948,10,2,164194.8,0
653,350236,666802,9,3,180680.2,1
654,385139,137084,3,1,51708.4,0
655,265867,498803,2,0,69880.3,1
656,87678,381564,8,4,150156.4,1
657,407945,344603,10,4,166460.3,0
658,370164,438104,8,2,139810.4,0
659,59099,678201,10,2,183820.1,1
660,394375,545739,1,0,64573.9,0
661,275194,53193,0,0,5319.3,0
662,155681,632505,1,3,97250.5,1
663,58361,204949,8,0,100494.9,1
664,475483,548600,7,2,140860.0,0
665,105897,22166,10,3,126216.6,0
666,434717,175388,5,0,67538.8,0
667,311514,278809,8,0,107880.9,0
668,82793,111102,5,2,77110.2,0
669,173936,160299,10,3,140029.9,0
670,473333,34151,2,2,39415.1,0
671,46290,251209,3,0,55120.9,1
672,346329,60066,7,4,108006.6,0
673,98176,75050,4,1,55505.0,0
674,288976,18270,8,1,89827.0,0
675,103408,41519,2,2,40151.9,0
676,95819,327354,0,2,48735.4,1
677,226131,102907,5,2,76290.7,0
678,412262,699063,8,1,157906.3,1
679,258867,683721,5,0,118372.1,1
680,133881,638626,0,4,95862.6,1
681,236913,669043,5,4,148904.3,1
682,115143,20049,9,2,108004.9,0
683,264274,146243,3,2,60624.3,0
684,442655,352144,3,4,97214.4,0
685,310686,487032,8,0,128703.2,1
686,312969,325941,4,3,96594.1,0
687,432146,406145,7,2,126614.5,0
688,157585,602425,7,2,146242.5,1
689,458086,367519,0,2,52751.9,0
690,22911,92828,8,4,121282.8,1
691,459832,553811,1,2,81381.1,0
692,140821,675881,9,4,189588.1,1
693,396892,189875,4,2,74987.5,0
694,220875,452885,0,3,69288.5,1
695,493568,332075,0,1,41207.5,0
696,269522,134180,7,4,115418.0,0
697,434039,368145,0,3,60814.5,0
698,471030,158481,8,0,95848.1,0
699,453825,255152,3,2,71515.2,0
700,68292,619017,8,1,149901.7,1
701,376456,678736,1,1,85873.6,1
702,213208,240902,3,2,70090.2,0
703,477128,92180,3,1,47218.0,0
704,134892,226434,2,0,42643.4,1
705,304118,603933,0,4,92393.3,1
706,138359,325996,4,2,88599.6,1
707,384777,617735,8,0,141773.5,1
708,354180,46546,5,0,54654.6,0
709,432138,318457,7,4,133845.7,0
710,375743,201281,8,0,100128.1,0
711,57929,333562,0,1,41356.2,1
712,133017,416702,9,3,155670.2,1
713,336282,514482,10,0,151448.2,1
714,54444,663768,9,1,164376.8,1
715,381109,185629,10,0,118562.9,0
716,194901,542104,1,3,88210.4,1
717,194065,545146,7,3,148514.6,1
718,127018,572448,3,1,95244.8,1
719,487121,211655,4,2,77165.5,0
720,42973,556562,1,1,73656.2,1
721,117297,350742,6,4,127074.2,1
722,426573,415753,6,3,125575.3,0
723,332673,185666,0,0,18566.6,0
724,98093,53457,1,4,47345.7,0
725,332520,429474,9,4,164947.4,0
726,290858,573716,4,0,97371.6,1
727,55312,161019,0,1,24101.9,1
728,386118,171937,1,3,51193.7,0
729,49114,204080,4,4,92408.0,1
730,473815,480176,3,2,94017.6,0
731,126860,138876,4,3,77887.6,0
732,400011,424210,10,3,166421.0,0
733,35030,95153,10,3,133515.3,1
